CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8707-HOEDG,Female,0,70,Two year,UPI,1102,76898,No
3374-LXDEV,Female,0,13,Month-to-month,UPI,894,11323.5,Yes
4072-IPYLT,Female,0,36,Month-to-month,Credit card (automatic),510.5,18150,No
7167-PCEYD,Male,0,67,Two year,Debit Card,198,13113,No
4936-YPJNK,Female,0,10,Month-to-month,Debit Card,199,1994.5,No
1580-BMCMR,Male,1,19,Month-to-month,UPI,873,16373,No
4817-KEQSP,Female,0,71,Two year,UPI,198.5,13263.5,No
6408-WHTEF,Male,0,72,Two year,Debit Card,894,63765.5,No
9251-AWQGT,Female,0,48,Two year,Debit Card,200,9359,No
8749-CLJXC,Male,0,1,Month-to-month,Debit Card,200.5,200.5,No
7989-VCQOH,Male,0,18,Month-to-month,UPI,832.5,16111.5,No
5049-GLYVG,Male,0,1,Month-to-month,Debit Card,206,206,Yes
4199-QHJNM,Male,1,67,Two year,UPI,1029,69897,No
8882-TLVRW,Male,0,69,Two year,Debit Card,391,27795,No
5883-GTGVD,Male,0,19,Month-to-month,UPI,999.5,19317.5,Yes
5135-GRQJV,Male,1,72,Two year,Debit Card,1145,83319.5,No
2384-OVPSA,Female,1,38,Two year,Debit Card,202,7359,No
1371-WEPDS,Male,1,40,One year,UPI,558,22833,No
3580-GICBM,Female,0,61,Two year,Debit Card,242,14452,No
4817-QRJSX,Female,0,10,Month-to-month,Credit card (automatic),810,8180.5,Yes
9730-DRTMJ,Male,0,32,One year,Credit card (automatic),728,23330.5,No
4686-UXDML,Female,0,21,Month-to-month,Credit card (automatic),998.5,19925.5,No
3349-ANQNH,Female,1,59,One year,UPI,995,58900,No
2398-YPMUR,Female,1,13,Month-to-month,UPI,701.5,9167.5,Yes
0932-YIXYU,Female,0,47,Two year,Credit card (automatic),202.5,10298,No
7480-SPLEF,Male,0,69,Two year,UPI,260,17965.5,No
7636-XUHWW,Male,0,2,Month-to-month,Credit card (automatic),199,337,No
1431-CYWMH,Female,0,22,Month-to-month,UPI,190.5,4540.5,No
5937-EORGB,Male,1,15,Month-to-month,UPI,965,13922.5,No
6349-JDHQP,Female,0,53,Two year,Credit card (automatic),198.5,10496,No
5539-HIVAK,Female,1,28,Month-to-month,Debit Card,257,7346,No
5847-MXBEO,Male,0,22,One year,Debit Card,203,4751,No
9985-MWVIX,Female,0,1,Month-to-month,Debit Card,701.5,701.5,Yes
4583-PARNH,Male,1,16,Month-to-month,UPI,915.5,15400.5,No
1116-FRYVH,Female,0,48,Two year,Debit Card,394,19786.5,No
1421-HCERK,Male,1,30,Month-to-month,UPI,1057,31818,No
9633-XQABV,Female,0,3,Month-to-month,UPI,702.5,2297,No
0716-BQNDX,Male,1,57,Two year,UPI,937.5,56255.5,No
1265-XTECC,Female,1,68,One year,Credit card (automatic),965.5,65819,Yes
1183-CANVH,Female,0,23,One year,UPI,600,13471.5,No
1972-XMUWV,Female,0,65,Two year,Credit card (automatic),598,38082,No
8679-LZBMD,Male,0,44,One year,UPI,906.5,39741.5,No
3407-JMJQQ,Female,0,71,Two year,UPI,1090,76618,No
6252-DFGTK,Female,0,37,One year,Credit card (automatic),681,24792.5,No
1539-LNKHM,Female,0,12,Month-to-month,Debit Card,204,2666,No
8645-KOMJQ,Male,0,69,Two year,UPI,819.5,56014,No
0289-IVARM,Female,0,35,Month-to-month,UPI,605.5,19826,No
9761-XUJWD,Male,0,5,Month-to-month,UPI,656,3399,No
4057-FKCZK,Male,0,58,Two year,UPI,825,48280.5,No
4291-TPNFG,Male,0,72,Two year,UPI,823,59805.5,No
6087-YPWHO,Male,0,72,Two year,Debit Card,681.5,48087,No
3090-QFUVD,Female,0,1,Month-to-month,Credit card (automatic),203,203,No
2237-ZFSMY,Female,0,39,One year,UPI,955.5,36928.5,Yes
1722-LDZJS,Male,0,53,One year,Credit card (automatic),202,10681.5,No
1818-ESQMW,Female,0,27,Month-to-month,UPI,892,23836,No
4871-JTKJF,Female,1,1,Month-to-month,UPI,696.5,696.5,Yes
1415-YFWLT,Female,1,1,Month-to-month,UPI,893,893,Yes
7401-RUBNK,Female,0,18,Month-to-month,UPI,748,14380.5,No
0506-YLVKJ,Male,0,46,Two year,Debit Card,202,9174.5,No
8661-BOYNW,Female,0,72,Two year,Credit card (automatic),844,60964.5,No
6711-VTNRE,Female,0,36,Month-to-month,UPI,875.5,30781,Yes
4815-GBTCD,Female,0,4,Month-to-month,UPI,251.5,999.5,No
2805-AUFQN,Female,0,25,Two year,Credit card (automatic),198,4752,No
0980-PVMRC,Female,0,40,Month-to-month,UPI,508.5,20365.5,No
7233-DRTRF,Male,0,63,Month-to-month,UPI,1024,64440.5,No
3500-RMZLT,Female,1,15,Month-to-month,Debit Card,963,14267.5,Yes
3873-NFTGI,Male,0,14,Month-to-month,Credit card (automatic),555,7675.5,No
1162-ECVII,Male,1,72,Two year,UPI,1097.5,79325,No
7048-GXDAY,Male,0,39,Month-to-month,UPI,1064,40406.5,No
8571-ZCMCX,Female,0,47,Two year,Credit card (automatic),600,27686.5,No
1169-WCVAK,Male,0,19,Month-to-month,Credit card (automatic),888,16723.5,No
4548-SDBKE,Female,0,5,Month-to-month,UPI,852,4748,Yes
8066-POXGX,Female,0,13,Month-to-month,UPI,351,4461,Yes
7129-CAKJW,Female,0,17,Month-to-month,UPI,800.5,13456.5,No
8695-ARGXZ,Male,1,34,Month-to-month,UPI,755.5,24254,No
3570-YUEKJ,Female,0,42,Month-to-month,UPI,495.5,20779.5,No
4143-OOBWZ,Male,0,5,Month-to-month,UPI,813,4163,Yes
1555-HAPSU,Female,0,71,Two year,Credit card (automatic),239,16635,No
1697-NVVGY,Male,1,19,Month-to-month,UPI,664,12860.5,No
7854-EKTJL,Female,0,2,Month-to-month,UPI,196,358.5,Yes
8464-EETCQ,Male,0,57,Two year,Credit card (automatic),188,10943.5,No
2419-FSORS,Male,0,72,Two year,UPI,1084,77195,No
8132-YPVBX,Female,0,6,Month-to-month,Debit Card,859.5,5146,No
9102-IAYHT,Female,0,17,Month-to-month,UPI,854.5,14516,Yes
6754-LZUKA,Male,0,61,Two year,UPI,809,49325,No
3422-LYEPQ,Male,0,1,Month-to-month,UPI,710,710,Yes
8099-MZPUJ,Male,0,48,Two year,Credit card (automatic),1118,54436.5,No
0787-LHDYT,Male,0,16,Month-to-month,Credit card (automatic),206,3302.5,No
2642-DTVCO,Male,1,9,Month-to-month,UPI,850.5,7465,Yes
0374-IOEGQ,Female,0,3,Month-to-month,UPI,446,1227,No
4361-JEIVL,Male,0,1,Month-to-month,UPI,444,444,Yes
3197-NNYNB,Male,0,65,Two year,Credit card (automatic),1051,66318.5,No
3396-DKDEL,Female,0,70,Two year,Credit card (automatic),1151.5,82500,No
1752-OZXFY,Male,0,60,One year,Debit Card,598,35611.5,No
9066-QRSDU,Female,0,69,One year,UPI,263,17635.5,No
9112-WSNPU,Female,1,35,Month-to-month,UPI,705.5,24190,No
9867-NNXLC,Female,0,22,Month-to-month,Debit Card,200.5,4702,No
5321-NTRKC,Male,0,66,Two year,UPI,798.5,52349.5,No
1363-TXLSL,Male,1,1,Month-to-month,UPI,703,703,Yes
9507-EXLTT,Female,0,1,Month-to-month,UPI,793.5,793.5,Yes
3161-GETRM,Male,0,34,Month-to-month,Credit card (automatic),900.5,30970,No
0402-OAMEN,Female,0,72,Two year,UPI,244.5,17091,No
6933-VLYFX,Male,0,31,One year,UPI,599.5,18488,No
6754-WKSHP,Male,0,30,One year,UPI,253.5,7233,No
9846-GKXAS,Female,0,9,Month-to-month,UPI,908,8097.5,Yes
6017-PPLPX,Male,0,20,Month-to-month,UPI,704.5,14709.5,Yes
4976-LNFVV,Male,1,19,Month-to-month,Credit card (automatic),343,5771.5,No
5055-MGMGF,Female,0,65,Month-to-month,UPI,1050.5,69149.5,No
4641-FROLU,Female,0,30,Two year,Debit Card,193,6029,No
2862-JVEOY,Male,0,6,One year,Debit Card,191.5,1244,No
2969-QWUBZ,Female,0,2,Month-to-month,UPI,514,968,No
9822-BIIGN,Male,0,53,Month-to-month,UPI,718.5,38279,No
2077-MPJQO,Male,1,7,Month-to-month,UPI,754,5330.5,No
1534-OULXE,Female,0,61,One year,UPI,497,29614,No
7136-RVDTZ,Male,1,70,One year,UPI,452.5,32644.5,Yes
2971-SGAFL,Female,0,13,Month-to-month,UPI,787.5,9953.5,No
1480-IVEVR,Male,1,35,One year,UPI,816,28152.5,No
2905-KFQUV,Female,0,2,Month-to-month,Credit card (automatic),704,1548,No
4581-SSPWD,Female,0,3,Month-to-month,UPI,758,2463,Yes
3370-HXOPH,Female,0,3,Month-to-month,UPI,761,2576,No
9391-YZEJW,Female,0,62,One year,UPI,940,57572,No
9958-MEKUC,Male,0,72,Two year,Credit card (automatic),1039.5,75177,No
0281-CNTZX,Male,0,63,Two year,UPI,199.5,12348,No
6927-WTFIV,Male,1,20,Month-to-month,Credit card (automatic),713,13892,Yes
4118-CEVPF,Female,1,35,One year,UPI,1108,38363,No
3398-ZOUAA,Male,1,21,Month-to-month,UPI,691,14747.5,Yes
9114-VEPUF,Male,0,62,One year,UPI,961,60014.5,No
7876-BEUTG,Female,0,15,Month-to-month,Debit Card,488,7201,No
2338-BQEZT,Female,0,55,Month-to-month,Credit card (automatic),505.5,28327.5,No
9873-MNDKV,Female,0,11,Month-to-month,Debit Card,446.5,4722.5,No
0378-NHQXU,Female,0,17,Month-to-month,UPI,882.5,14606.5,Yes
8241-JUIQO,Female,0,61,One year,UPI,194.5,13363.5,No
2194-IIQOF,Female,0,71,Two year,Credit card (automatic),893,63886.5,No
4512-ZUIYL,Female,0,2,Month-to-month,UPI,700,1530.5,Yes
9631-RXVJM,Male,0,35,Two year,Debit Card,192.5,6779,No
9584-EXCDZ,Female,0,17,Month-to-month,UPI,705,11656,No
7969-AULMZ,Female,0,21,Month-to-month,UPI,973.5,21195,Yes
5093-FEGLU,Female,0,47,Two year,UPI,196.5,9215.5,No
2621-UDNLU,Female,0,3,Month-to-month,Debit Card,208.5,720,No
7526-IVLYU,Male,0,3,Month-to-month,Debit Card,196.5,683.5,No
2428-HYUNX,Male,1,44,Two year,Credit card (automatic),193.5,8472.5,No
9214-EKVXR,Female,0,1,Month-to-month,Debit Card,440,440,No
3410-MHHUM,Female,0,44,One year,UPI,944,42953.5,No
0568-ONFPC,Male,0,5,Month-to-month,UPI,259,1350,Yes
0733-VUNUW,Male,0,24,Month-to-month,UPI,556.5,14005.5,Yes
4550-EVXNY,Female,0,1,Month-to-month,UPI,696.5,696.5,Yes
2122-YWVYA,Female,0,18,Month-to-month,UPI,754,13804,No
2968-SSGAA,Female,0,10,Month-to-month,UPI,1006,10602,Yes
2296-DKZFP,Female,0,65,Two year,UPI,710,43862,No
4844-JJWUY,Female,1,1,Month-to-month,UPI,860,860,Yes
6777-TGHTM,Female,0,53,One year,Credit card (automatic),1069.5,57855,Yes
8909-BOLNL,Male,0,3,One year,Debit Card,212,520.5,No
6603-YRDCJ,Male,0,33,Two year,Debit Card,610.5,20184,No
3538-WZPHD,Male,0,3,Month-to-month,UPI,296,794.5,Yes
3229-USWAR,Female,0,34,One year,UPI,799.5,27273,No
2138-VFAPZ,Female,0,14,Two year,Debit Card,197,2636.5,No
6131-JLWZM,Female,0,13,Month-to-month,Debit Card,203,2754,No
4785-QRJHC,Male,1,46,One year,UPI,599,28166.5,Yes
0269-XFESX,Male,0,23,One year,Debit Card,243.5,5385,No
1709-EJDOX,Female,0,47,Two year,Debit Card,197.5,9489,No
4316-XCSLJ,Male,0,17,Month-to-month,Debit Card,503,8468,No
8610-WFCJF,Female,0,49,Month-to-month,UPI,956,47835,Yes
9693-XMUOB,Male,1,59,Month-to-month,UPI,502.5,29974.5,No
0383-CLDDA,Female,0,69,Two year,Credit card (automatic),853.5,58974,No
4905-JEFDW,Male,0,11,One year,UPI,416,4706,Yes
2709-UQGNP,Male,0,10,Month-to-month,Debit Card,516.5,5245,No
3549-ZTMNH,Male,0,12,Two year,UPI,240,2696.5,No
7881-INRLC,Male,0,45,Month-to-month,Credit card (automatic),1008.5,47400,Yes
8033-ATFAS,Female,0,39,Month-to-month,Debit Card,598.5,23415,No
1635-NZATJ,Male,1,71,Two year,Credit card (automatic),254.5,17896.5,No
0562-HKHML,Male,0,71,Two year,Credit card (automatic),239,16264,No
8277-RVRSV,Female,0,33,One year,Credit card (automatic),241.5,8003,No
9943-VSZUV,Male,1,67,Month-to-month,Debit Card,757,50608.5,No
0117-LFRMW,Male,0,37,Month-to-month,UPI,402,14488,Yes
6172-FECYY,Male,0,49,Month-to-month,UPI,845,42548.5,Yes
7054-ENNGU,Female,0,9,Month-to-month,Debit Card,508.5,4666,No
1455-HFBXA,Male,0,52,Two year,Credit card (automatic),916,46278,No
9402-CXWPL,Female,0,70,One year,UPI,989,68386,No
1628-BIZYP,Male,0,1,Month-to-month,UPI,850,850,No
1965-AKTSX,Female,1,14,Month-to-month,UPI,789.5,11018.5,Yes
0082-LDZUE,Male,0,1,Month-to-month,Debit Card,443,443,No
4786-UKSNZ,Male,0,1,Month-to-month,Debit Card,202,202,Yes
5343-SGUBI,Female,0,52,One year,Debit Card,802,42976,No
0856-NAOES,Male,0,6,Month-to-month,Debit Card,609,4141,No
1976-AZZPJ,Male,0,7,Month-to-month,Debit Card,342,2566,No
7248-VZQLC,Female,1,47,Month-to-month,UPI,852,39693.5,Yes
6156-UZDLF,Female,0,26,One year,Credit card (automatic),871.5,22741,No
3099-OONVS,Male,0,25,Month-to-month,UPI,543,12968,No
9500-WBGRP,Male,0,69,Two year,Debit Card,191,12688.5,No
5183-KLYEM,Female,0,72,Two year,Credit card (automatic),1127.5,81926,No
5144-PQCDZ,Male,0,4,Month-to-month,Debit Card,199.5,592.5,No
8514-VZHEB,Male,0,59,Two year,Debit Card,195,11478.5,No
6625-IUTTT,Male,0,67,Two year,UPI,655.5,43615.5,No
9355-NPPFS,Female,1,26,Month-to-month,UPI,788,20061,No
0068-FIGTF,Female,0,27,One year,Debit Card,782,20789.5,No
5965-GGPRW,Male,0,72,Two year,UPI,1052.5,76097.5,No
8035-PWSEV,Female,0,6,Month-to-month,UPI,892.5,4870.5,No
2236-HILPA,Male,0,62,Two year,Credit card (automatic),206.5,12184.5,No
1840-BIUOG,Male,0,20,One year,UPI,687,14162,No
1356-MKYSK,Male,0,6,Month-to-month,Credit card (automatic),786.5,4833,No
6080-LNESI,Male,0,51,Two year,Debit Card,247.5,12346,No
1830-IPXVJ,Female,0,61,Two year,Credit card (automatic),197.5,13116,No
5828-DWPIL,Male,1,62,Month-to-month,UPI,891,56183,No
8398-TBIYD,Female,0,72,Two year,UPI,847,61851.5,No
0011-IGKFF,Male,1,13,Month-to-month,UPI,980,12378.5,Yes
4192-GORJT,Male,0,5,Month-to-month,UPI,944.5,4981,Yes
6496-SLWHQ,Male,1,3,Month-to-month,UPI,1050,2944.5,Yes
9912-GVSEQ,Female,1,26,Month-to-month,UPI,938.5,23815.5,Yes
2931-FSOHN,Male,1,13,Month-to-month,UPI,599,7883.5,No
9418-RUKPH,Female,0,38,Two year,Debit Card,199.5,7564,No
5383-MMTWC,Female,1,8,Month-to-month,UPI,840,6134,Yes
9971-ZWPBF,Male,1,34,Month-to-month,UPI,1089,36252,No
4712-AUQZO,Male,0,18,Month-to-month,Debit Card,336,5503.5,No
9711-FJTBX,Male,0,56,One year,Debit Card,858.5,47938,No
2908-ZTPNF,Female,0,36,Month-to-month,UPI,348.5,12672,No
7240-ETPTR,Female,0,9,Month-to-month,UPI,487.5,4422,Yes
2202-CUYXZ,Male,0,1,Month-to-month,UPI,848.5,848.5,Yes
5995-OIGLP,Male,0,12,Month-to-month,Debit Card,566.5,6548.5,Yes
8421-WZOOW,Female,1,57,Month-to-month,Credit card (automatic),953,55674.5,No
6261-RCVNS,Female,0,42,One year,Credit card (automatic),739,31605.5,Yes
7951-QKZPL,Female,0,33,Two year,Debit Card,245,7403,Yes
1414-YADCW,Male,0,70,Two year,UPI,846,57062,No
8756-RDDLT,Female,0,68,Month-to-month,UPI,449.5,30853.5,No
2862-PFNIK,Male,0,1,Month-to-month,UPI,247,247,No
5816-QVHRX,Female,0,37,Month-to-month,Credit card (automatic),1003,35414,No
4430-YHXGG,Female,0,4,Month-to-month,Debit Card,254.5,842,No
6888-SBYAI,Male,0,1,Month-to-month,Debit Card,507,507,No
7395-XWZOY,Male,0,20,Month-to-month,Credit card (automatic),550,11655.5,No
7169-YWAMK,Male,0,72,Two year,UPI,684,48553.5,No
3640-PHQXK,Female,0,31,Month-to-month,UPI,899,28069,Yes
6877-LGWXO,Male,1,18,Month-to-month,UPI,785.5,14226.5,Yes
6859-RKMZJ,Male,0,11,Month-to-month,UPI,550.5,6081.5,No
2729-VNVAP,Female,0,33,Two year,Credit card (automatic),198,6413.5,No
2957-JIRMN,Female,1,62,One year,UPI,844.5,49591.5,No
2049-BAFNW,Female,0,1,Month-to-month,Debit Card,359,359,No
3842-QTGDL,Male,0,16,Month-to-month,UPI,807.5,13213,No
7163-OCEQI,Male,0,22,One year,Debit Card,786.5,16637.5,No
9782-LGXMC,Female,0,49,Month-to-month,UPI,617.5,30241.5,No
5975-BAICR,Male,0,36,One year,Credit card (automatic),637,21885,No
8019-ENHXU,Male,0,42,Month-to-month,UPI,994.5,41380.5,Yes
5167-GBFRE,Male,1,4,Month-to-month,UPI,252,1025,Yes
9033-EOXWV,Female,0,12,One year,Debit Card,740.5,8726.5,Yes
4673-KKSLS,Female,0,31,Month-to-month,UPI,876,27242.5,No
4853-OITSN,Male,0,5,Month-to-month,UPI,891.5,4132.5,No
9800-OUIGR,Male,0,66,Two year,Credit card (automatic),200,13742,No
1324-NLTJE,Female,1,15,Month-to-month,Credit card (automatic),550,7571,Yes
2324-EFHVG,Male,0,64,Two year,UPI,1044,66926.5,No
7094-MSZAO,Male,0,10,Month-to-month,Credit card (automatic),200.5,2185,No
1522-VVDMG,Male,0,7,Month-to-month,UPI,897.5,6088,Yes
6907-CQGPN,Male,0,29,Month-to-month,UPI,343,10047.5,No
0780-XNZFN,Male,0,57,Two year,UPI,206.5,11256,No
0239-OXEXL,Female,0,46,Month-to-month,Debit Card,842.5,38476,No
2675-IJRGJ,Male,0,53,Two year,UPI,196.5,9780,No
7049-GKVZY,Female,0,17,One year,Credit card (automatic),798.5,13873.5,No
8577-QSOCG,Female,0,38,Two year,Debit Card,202,7460.5,No
3721-CNZHX,Male,0,15,One year,Debit Card,198,3046,No
0212-ISBBF,Female,0,22,Month-to-month,UPI,503.5,10988.5,No
9185-TQCVP,Male,0,14,Month-to-month,UPI,851.5,11392,Yes
3585-YNADK,Female,0,57,One year,UPI,746,43689.5,No
5271-DBYSJ,Male,1,11,Month-to-month,Credit card (automatic),791.5,8277,No
1099-GODLO,Female,0,1,Two year,Debit Card,203.5,203.5,No
6828-HMKWP,Male,0,12,Two year,UPI,210.5,2620.5,No
5567-WSELE,Male,1,3,Month-to-month,UPI,946,2795.5,Yes
1472-TNCWL,Male,0,36,Month-to-month,UPI,947,35125,No
8063-RJYNF,Male,0,16,Month-to-month,UPI,942.5,14832.5,Yes
0687-ZVTHB,Male,0,65,One year,Credit card (automatic),724.5,46538.5,Yes
2080-GKCWQ,Male,0,2,Month-to-month,UPI,749.5,1517.5,No
9661-ACXBS,Female,0,42,Month-to-month,UPI,1052,44007.5,Yes
2193-SFWQW,Male,0,72,Two year,UPI,1119.5,80331,No
5656-JAMLX,Male,0,62,Two year,UPI,198.5,12536.5,No
3462-BJQQA,Female,0,6,Month-to-month,UPI,897.5,5526.5,No
0442-TDYUO,Male,0,48,Two year,Debit Card,200.5,10360,No
6733-LRIZX,Male,0,35,Two year,UPI,1089.5,40255,No
9503-XJUME,Male,0,52,One year,Credit card (automatic),196.5,9284,No
4367-NHWMM,Female,0,1,Month-to-month,Debit Card,249,249,No
3727-RJMEO,Male,0,6,Month-to-month,UPI,828.5,4602.5,Yes
3779-OSWCF,Female,0,71,Two year,Credit card (automatic),932,65061.5,No
6736-DHUQI,Female,0,67,One year,UPI,848,55983,No
3915-ODIYG,Male,1,60,One year,UPI,717.5,43745.5,No
1360-RCYRT,Male,0,23,Month-to-month,UPI,303.5,6787.5,No
2724-FJDYW,Male,0,39,One year,UPI,548.5,21917,No
4451-RWASJ,Male,0,15,One year,Debit Card,195,2397.5,No
6646-VRFOL,Male,1,53,Month-to-month,UPI,1038.5,54855,Yes
3460-TJBWI,Male,0,24,Two year,Debit Card,242,6090.5,No
5917-HBSDW,Female,0,37,Month-to-month,UPI,193.5,6837.5,No
5685-IIXLY,Female,0,5,Month-to-month,UPI,836,4042,Yes
5671-UUNXD,Female,1,50,One year,UPI,1006.5,51897.5,No
0956-ACVZC,Female,0,54,One year,Credit card (automatic),941,50609,No
2325-NBPZG,Female,0,3,Month-to-month,UPI,745.5,2336.5,No
4250-ZBWLV,Male,0,68,One year,UPI,1084.5,71765.5,Yes
4482-FTFFX,Male,0,5,Month-to-month,UPI,561.5,2914.5,No
8859-DZTGQ,Male,0,33,Two year,Debit Card,203.5,6897.5,No
0440-MOGPM,Female,0,41,One year,UPI,805.5,32639,No
0020-JDNXP,Female,0,34,One year,Debit Card,612.5,19932,No
3752-CQSJI,Female,0,13,Month-to-month,Debit Card,204.5,2545,No
5025-GOOKI,Female,0,20,Month-to-month,Credit card (automatic),189,3476.5,No
4698-KVLLG,Female,1,51,Two year,Credit card (automatic),196,9679,No
5095-AESKG,Female,0,3,Month-to-month,Credit card (automatic),915,2429.5,Yes
2887-JPYLU,Female,0,41,Month-to-month,UPI,452,18419,No
4770-QAZXN,Female,0,13,Month-to-month,Credit card (automatic),194.5,2321,No
4896-CPRPF,Male,0,35,Two year,UPI,254.5,8092.5,No
1871-MOWRM,Male,0,12,Month-to-month,UPI,808.5,8664.5,Yes
9714-EDSUC,Male,0,4,Month-to-month,Debit Card,949,3605.5,No
2027-OAQQC,Female,0,43,Month-to-month,UPI,490.5,20762,Yes
0282-NVSJS,Female,1,12,Month-to-month,Debit Card,293,3559,No
9090-SGQXL,Male,1,68,Month-to-month,UPI,1053,72996.5,Yes
6595-YGXIT,Male,1,25,Month-to-month,UPI,889.5,22912,Yes
7353-YOWFP,Female,0,7,One year,Debit Card,202.5,1291.5,No
9835-ZIITK,Male,1,66,One year,UPI,1108.5,74917.5,Yes
8008-ESFLK,Female,0,53,One year,UPI,1105,58355,No
7537-CBQUZ,Male,1,63,Month-to-month,UPI,1094,70314.5,No
1555-DJEQW,Female,0,70,Two year,UPI,1142,77239,Yes
5649-TJHOV,Male,1,27,Month-to-month,UPI,365,10320,Yes
0519-XUZJU,Female,0,1,Month-to-month,Debit Card,707.5,707.5,Yes
3363-EWLGO,Female,0,5,Month-to-month,Debit Card,199.5,1096,No
4750-UKWJK,Female,1,37,One year,Debit Card,196,7278,No
6338-AVWCY,Male,0,3,Month-to-month,Debit Card,401.5,1307.5,Yes
1689-YQBYY,Female,0,12,Month-to-month,UPI,766,8930,No
4487-ZYJZK,Female,0,38,One year,Credit card (automatic),196,7631,No
2959-FENLU,Female,0,9,Month-to-month,Credit card (automatic),853,7814,No
0708-LGSMF,Male,0,13,Month-to-month,UPI,658.5,9022.5,No
9253-QXKBE,Male,1,29,Month-to-month,UPI,944.5,26536.5,Yes
7634-HLQJR,Female,0,47,Two year,Credit card (automatic),200.5,10167,No
0487-RPVUM,Male,0,61,Month-to-month,UPI,994,59436.5,No
4079-ULGFR,Male,0,16,Month-to-month,Debit Card,200,2757,No
2516-XSJKX,Female,0,41,Two year,UPI,784.5,31264.5,No
0057-QBUQH,Female,0,43,Two year,UPI,251,10701.5,No
9445-SZLCH,Female,0,36,Month-to-month,UPI,973.5,34579,Yes
6599-SFQVE,Female,0,6,Month-to-month,UPI,550,3404,No
8331-ZXFOE,Female,0,58,One year,Credit card (automatic),711,42992,No
4003-FUSHP,Male,0,19,Month-to-month,Credit card (automatic),615.5,10932,No
0356-ERHVT,Male,0,11,Month-to-month,UPI,459,5219,No
7325-ENZFI,Female,0,39,One year,UPI,403,16304,No
4884-ZTHVF,Female,1,8,Month-to-month,UPI,871,7136,No
3920-HIHMQ,Female,0,26,Month-to-month,Debit Card,495,12656.5,No
3055-OYMSE,Female,1,53,Month-to-month,Credit card (automatic),738,40038.5,No
0613-WUXUM,Female,0,70,Two year,Debit Card,192,14014,No
7568-PODML,Male,0,1,Month-to-month,Debit Card,453,453,Yes
4458-KVRBJ,Male,0,59,Two year,Debit Card,250,15105,No
5349-IECLD,Male,0,2,Month-to-month,UPI,949.5,1781,Yes
1397-XKKWR,Male,0,7,One year,Debit Card,353,2648,No
3945-GFWQL,Female,0,12,Month-to-month,UPI,445.5,4806,Yes
8097-OMULG,Male,0,59,One year,Credit card (automatic),767.5,45419,No
6013-BHCAW,Male,0,61,Two year,UPI,810,49761.5,No
0401-WDBXM,Male,0,72,Two year,UPI,1055.5,75422.5,No
3387-PLKUI,Female,0,13,Month-to-month,Debit Card,188,2512.5,No
6096-EGVTU,Female,0,64,One year,Debit Card,249,15955,No
3797-VTIDR,Male,0,1,Month-to-month,UPI,234.5,234.5,Yes
5081-NWSUP,Female,0,10,One year,Debit Card,649,6855.5,No
2580-ATZSQ,Female,0,65,One year,UPI,613.5,38741,No
8085-MSNLK,Female,0,62,Two year,Debit Card,1139.5,68914,No
9691-HKOVS,Female,0,55,One year,UPI,901.5,49169.5,No
9881-VCZEP,Female,0,25,Month-to-month,UPI,541,13730,No
9526-BIHHD,Male,0,1,Month-to-month,Debit Card,297,297,Yes
8757-TFHHJ,Male,0,1,Month-to-month,Credit card (automatic),498,498,No
4523-WXCEF,Female,0,59,Month-to-month,UPI,1011,60399,Yes
1468-DEFNC,Male,1,64,Two year,UPI,244,15486.5,No
5119-KEPFY,Male,0,36,Month-to-month,UPI,950,34402.5,No
8364-TRMMK,Female,0,3,Month-to-month,Debit Card,506.5,1513,Yes
0916-KNFAJ,Male,0,61,Two year,Debit Card,699,42267,No
8319-QBEHW,Male,0,26,One year,UPI,399.5,10237.5,No
3063-QFSZL,Female,0,1,Month-to-month,UPI,554,554,Yes
8775-LHDJH,Female,1,1,Month-to-month,UPI,906,906,Yes
9625-QNLUX,Male,0,68,Two year,Credit card (automatic),1032.5,70744,No
3097-NQYSN,Male,1,2,Month-to-month,Debit Card,868.5,1563.5,Yes
4024-CSNBY,Female,0,72,Two year,UPI,942.5,68497.5,No
7110-BDTWG,Female,0,71,Two year,UPI,470.5,32636,No
7493-GVFIO,Male,0,57,Two year,Credit card (automatic),205.5,12528.5,No
0690-SRQID,Male,0,4,Month-to-month,Debit Card,196.5,675.5,No
9605-WGJVW,Female,1,1,Month-to-month,UPI,702,702,No
9114-DPSIA,Male,0,72,Two year,Credit card (automatic),810,57500,No
4700-UBQMV,Male,0,21,One year,UPI,759,15497.5,No
7711-GQBZC,Female,0,71,Two year,UPI,247,18105.5,No
3565-UNOCC,Female,1,29,Month-to-month,UPI,990.5,29528.5,Yes
4627-MIHJH,Female,1,69,Two year,Credit card (automatic),1102.5,74675.5,No
9795-NREXC,Female,0,64,Two year,Credit card (automatic),850,54844,No
8573-CGOCC,Male,0,16,Month-to-month,Credit card (automatic),197.5,2949,No
7356-AYNJP,Female,0,4,One year,UPI,239,975,No
9249-FXSCK,Female,0,52,One year,Credit card (automatic),1112.5,59164.5,Yes
5493-SDRDQ,Male,0,2,Month-to-month,Debit Card,551,1133.5,Yes
6286-SUUWT,Male,0,1,Month-to-month,Debit Card,199.5,199.5,No
4819-HJPIW,Male,0,18,Month-to-month,Debit Card,251.5,4768,No
8654-DHAOW,Female,0,2,Month-to-month,Debit Card,541.5,1016.5,No
